               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  23,            0.025074,           0.0062082,             0.02226,             0.70305,             0.82316,             0.80841,              0.6311,            0.019987,           0.0054293,            0.019833,           0.0022146,           0.0022146,           0.0022146
                  24,            0.024601,           0.0059451,            0.021117,             0.71038,             0.85504,              0.8205,             0.63341,            0.021405,           0.0051579,            0.017974,           0.0021892,           0.0021892,           0.0021892
                  25,            0.024063,           0.0060965,            0.021133,             0.67864,             0.85975,             0.82563,             0.64003,             0.01977,           0.0052734,            0.017307,           0.0021629,           0.0021629,           0.0021629
                  26,            0.023252,           0.0057474,            0.019617,             0.62557,             0.77561,             0.77416,             0.60481,            0.019835,           0.0062542,            0.018943,           0.0021357,           0.0021357,           0.0021357
                  27,            0.023091,           0.0056514,            0.019595,             0.75847,              0.8321,             0.84232,             0.65077,            0.018754,           0.0052414,            0.017325,           0.0021077,           0.0021077,           0.0021077
                  28,            0.022757,           0.0056699,            0.018837,              0.7091,             0.83153,             0.83893,             0.66151,            0.018186,           0.0056197,            0.016135,           0.0020788,           0.0020788,           0.0020788
                  29,            0.022809,           0.0056984,            0.018254,             0.75387,             0.85774,             0.86707,             0.68909,            0.018386,           0.0059892,            0.015794,            0.002049,            0.002049,            0.002049
                  30,             0.02181,           0.0056031,            0.016797,             0.75819,             0.83842,             0.85047,             0.66808,            0.018286,           0.0055434,            0.017976,           0.0020186,           0.0020186,           0.0020186
                  31,            0.022961,            0.005494,            0.016361,             0.78077,             0.69815,             0.78737,             0.60725,            0.020367,           0.0059497,            0.024385,           0.0019873,           0.0019873,           0.0019873
                  32,            0.021669,           0.0056711,            0.015628,             0.80468,              0.9136,             0.93044,             0.75245,            0.017286,           0.0047713,             0.01249,           0.0019553,           0.0019553,           0.0019553
                  33,            0.022565,           0.0052563,            0.013631,             0.76695,             0.88264,             0.90624,              0.7299,            0.018249,           0.0049146,            0.014013,           0.0019227,           0.0019227,           0.0019227
                  34,            0.021553,            0.005207,            0.013071,             0.83465,             0.88116,             0.91299,              0.7438,            0.017645,           0.0048433,            0.013203,           0.0018894,           0.0018894,           0.0018894
                  35,            0.022408,           0.0052596,            0.011939,              0.8709,             0.85531,             0.92104,             0.73296,            0.019508,           0.0047822,            0.012894,           0.0018554,           0.0018554,           0.0018554
                  36,            0.021993,            0.005232,            0.012074,             0.77053,             0.85245,             0.89031,             0.72839,            0.018287,            0.004792,            0.013084,           0.0018209,           0.0018209,           0.0018209
                  37,            0.022115,           0.0053116,            0.011557,             0.88497,             0.79585,             0.89863,             0.72166,             0.01902,           0.0050758,            0.014812,           0.0017858,           0.0017858,           0.0017858
                  38,             0.02051,           0.0050435,            0.011486,             0.84748,             0.85809,             0.93192,             0.77135,            0.017321,           0.0046811,            0.010764,           0.0017502,           0.0017502,           0.0017502
                  39,            0.020152,           0.0050598,            0.010276,             0.92688,             0.88824,             0.95616,             0.78634,            0.016062,           0.0044809,           0.0093762,           0.0017141,           0.0017141,           0.0017141
                  40,            0.020712,           0.0048981,           0.0095604,             0.93273,             0.91684,             0.96616,             0.80874,             0.01605,           0.0044327,           0.0079628,           0.0016776,           0.0016776,           0.0016776
                  41,            0.020259,           0.0049319,           0.0089153,             0.95291,             0.93606,             0.97708,             0.81043,            0.016218,           0.0041976,           0.0067371,           0.0016406,           0.0016406,           0.0016406
                  42,            0.020403,           0.0048134,           0.0087222,             0.86821,             0.90461,             0.94214,             0.78974,            0.016046,           0.0045696,           0.0087834,           0.0016032,           0.0016032,           0.0016032
                  43,            0.019745,           0.0047826,           0.0084745,             0.95555,             0.86293,             0.96391,             0.80242,            0.016844,           0.0041903,           0.0087289,           0.0015656,           0.0015656,           0.0015656
                  44,            0.019626,           0.0046431,           0.0083097,             0.90652,             0.93656,             0.96825,             0.81965,            0.014941,           0.0041328,           0.0083834,           0.0015276,           0.0015276,           0.0015276
                  45,            0.019036,           0.0046516,           0.0074484,             0.91599,             0.90999,             0.95977,             0.82309,            0.014657,           0.0043382,           0.0077833,           0.0014893,           0.0014893,           0.0014893
                  46,             0.01914,           0.0045516,           0.0073835,             0.92647,             0.81765,             0.91342,             0.74946,            0.017973,           0.0051566,            0.011127,           0.0014508,           0.0014508,           0.0014508
                  47,            0.018602,           0.0046765,           0.0070177,             0.91021,             0.93555,             0.96914,             0.82742,            0.014582,           0.0041305,           0.0078908,           0.0014121,           0.0014121,           0.0014121
                  48,            0.018085,           0.0044628,           0.0071414,             0.93596,             0.92114,             0.96838,             0.82444,            0.015209,           0.0040968,           0.0077197,           0.0013733,           0.0013733,           0.0013733
                  49,               0.018,           0.0045103,            0.007139,             0.93158,             0.95407,             0.97715,             0.84466,            0.013696,           0.0038781,           0.0064792,           0.0013343,           0.0013343,           0.0013343
                  50,              0.0179,           0.0044454,           0.0064934,              0.9395,             0.91915,             0.97317,             0.83805,            0.014101,           0.0039457,           0.0077862,           0.0012953,           0.0012953,           0.0012953
                  51,             0.01736,           0.0043587,           0.0061777,             0.94155,              0.9139,             0.96541,             0.82973,            0.013883,           0.0039909,           0.0073955,           0.0012563,           0.0012563,           0.0012563
                  52,            0.017362,           0.0041473,           0.0054624,             0.95468,             0.94286,             0.97783,             0.84785,            0.013658,           0.0038077,           0.0063354,           0.0012172,           0.0012172,           0.0012172
                  53,            0.018108,           0.0042396,           0.0050934,             0.95069,             0.94173,             0.97439,             0.82661,            0.014764,           0.0038022,           0.0063412,           0.0011782,           0.0011782,           0.0011782
                  54,            0.016459,           0.0041282,           0.0055581,             0.92338,             0.94584,             0.97111,             0.85071,            0.013859,           0.0037378,           0.0058867,           0.0011392,           0.0011392,           0.0011392
                  55,            0.017055,           0.0040316,           0.0053412,             0.94024,             0.93985,             0.97226,             0.83003,            0.014655,           0.0037005,           0.0060136,           0.0011004,           0.0011004,           0.0011004
                  56,             0.01626,           0.0040774,           0.0049882,             0.92963,              0.9562,             0.97523,             0.85424,            0.013187,           0.0036155,           0.0061472,           0.0010617,           0.0010617,           0.0010617
                  57,            0.016432,           0.0038901,           0.0042315,             0.94108,             0.95775,             0.97672,             0.85495,            0.013932,           0.0037545,           0.0061786,           0.0010232,           0.0010232,           0.0010232
                  58,            0.015783,            0.004016,           0.0045195,             0.93455,             0.93912,             0.97583,              0.8532,            0.013674,           0.0037081,           0.0062199,          0.00098493,          0.00098493,          0.00098493
                  59,            0.015338,           0.0040289,           0.0048708,             0.95024,             0.94627,             0.97523,             0.85852,            0.012355,           0.0035474,           0.0059053,          0.00094694,          0.00094694,          0.00094694
                  60,            0.014983,           0.0038339,           0.0045015,             0.96412,             0.94504,             0.98273,             0.87151,            0.012535,           0.0034847,           0.0050773,          0.00090925,          0.00090925,          0.00090925
                  61,             0.01439,           0.0038134,           0.0040662,             0.95778,             0.96369,             0.98417,             0.87839,            0.012173,           0.0034238,           0.0051182,          0.00087191,          0.00087191,          0.00087191
                  62,            0.014612,           0.0038348,           0.0042168,             0.96318,             0.95201,             0.98208,             0.87352,            0.012201,            0.003481,           0.0056083,          0.00083494,          0.00083494,          0.00083494
                  63,            0.014498,             0.00367,           0.0040684,              0.9623,             0.95727,             0.98277,             0.86806,            0.013021,           0.0035254,           0.0051543,           0.0007984,           0.0007984,           0.0007984
                  64,            0.014556,           0.0036439,           0.0040203,              0.9503,             0.95506,             0.98022,             0.87365,            0.012351,           0.0034961,           0.0051244,           0.0007623,           0.0007623,           0.0007623
                  65,             0.01409,           0.0036569,           0.0038099,             0.94781,             0.96893,             0.98327,             0.87198,            0.012562,           0.0034511,           0.0050491,          0.00072669,          0.00072669,          0.00072669
                  66,            0.014113,           0.0036558,           0.0033967,              0.9529,             0.96734,             0.98302,              0.8755,             0.01193,           0.0034715,           0.0052926,           0.0006916,           0.0006916,           0.0006916
                  67,            0.013757,           0.0035748,           0.0039235,             0.96612,             0.96025,             0.98195,             0.87732,            0.011733,           0.0034143,           0.0045848,          0.00065707,          0.00065707,          0.00065707
                  68,            0.013921,           0.0037288,           0.0039347,             0.95731,             0.95345,             0.98063,             0.87321,            0.012154,           0.0033937,           0.0055936,          0.00062313,          0.00062313,          0.00062313
                  69,            0.013258,           0.0035549,           0.0031599,             0.96225,             0.94296,             0.98018,             0.87922,            0.011764,           0.0034097,           0.0054734,          0.00058982,          0.00058982,          0.00058982
                  70,            0.012292,           0.0034578,           0.0032047,             0.96403,             0.95995,             0.98169,             0.88098,            0.011456,           0.0033472,           0.0049658,          0.00055716,          0.00055716,          0.00055716
                  71,            0.012508,           0.0035472,           0.0030389,             0.96611,             0.95705,             0.98283,             0.88664,            0.011274,           0.0032896,           0.0046473,          0.00052519,          0.00052519,          0.00052519
                  72,            0.012848,           0.0035179,           0.0034703,             0.95755,             0.97059,             0.98493,             0.88125,            0.011313,           0.0032976,           0.0045338,          0.00049395,          0.00049395,          0.00049395
                  73,            0.012443,           0.0035622,           0.0034716,              0.9583,             0.96364,             0.98225,             0.88418,            0.011302,           0.0032371,            0.004371,          0.00046345,          0.00046345,          0.00046345
                  74,            0.012333,           0.0035127,           0.0027362,             0.96437,             0.96858,             0.98485,             0.88668,            0.011313,           0.0032906,           0.0040031,          0.00043374,          0.00043374,          0.00043374
                  75,            0.011792,           0.0032867,           0.0027514,             0.95749,             0.97469,             0.98353,             0.88939,            0.011018,           0.0032816,            0.004323,          0.00040484,          0.00040484,          0.00040484
                  76,            0.011604,           0.0033018,           0.0029872,             0.96451,              0.9676,             0.98349,             0.89142,            0.010865,           0.0032394,           0.0041013,          0.00037679,          0.00037679,          0.00037679
                  77,            0.011295,           0.0032557,           0.0025178,             0.96976,             0.96345,             0.98413,             0.89295,            0.010995,           0.0032515,           0.0039857,           0.0003496,           0.0003496,           0.0003496
                  78,            0.011511,           0.0033416,           0.0029349,             0.97433,             0.95853,             0.98384,             0.89641,            0.010799,           0.0032376,           0.0041396,           0.0003233,           0.0003233,           0.0003233
                  79,             0.01088,           0.0032742,           0.0021955,             0.95926,             0.96506,             0.98335,             0.89432,            0.010668,            0.003208,           0.0039094,          0.00029792,          0.00029792,          0.00029792
                  80,            0.010884,           0.0031807,            0.002338,             0.97056,              0.9613,             0.98587,             0.89805,            0.010694,           0.0032003,           0.0038788,          0.00027349,          0.00027349,          0.00027349
                  81,            0.011019,           0.0033214,           0.0026453,             0.95967,             0.97125,             0.98448,             0.89672,            0.010727,           0.0031988,           0.0038441,          0.00025004,          0.00025004,          0.00025004
                  82,            0.010919,           0.0031942,           0.0024919,             0.96407,             0.97083,             0.98531,              0.8991,            0.010636,           0.0031565,           0.0038723,          0.00022757,          0.00022757,          0.00022757
                  83,            0.010777,           0.0032598,           0.0024007,             0.96303,             0.96393,             0.98446,             0.89641,            0.010553,            0.003162,           0.0040028,          0.00020612,          0.00020612,          0.00020612
                  84,            0.010574,           0.0031511,           0.0021242,             0.96288,             0.96323,             0.98411,             0.89782,            0.010539,           0.0031699,           0.0040681,           0.0001857,           0.0001857,           0.0001857
                  85,             0.01041,            0.003206,           0.0021683,             0.96359,             0.95874,             0.98331,             0.89793,            0.010586,           0.0031674,           0.0041782,          0.00016634,          0.00016634,          0.00016634
                  86,            0.010317,           0.0031387,           0.0021683,             0.96077,             0.95987,             0.98302,             0.90169,            0.010501,           0.0031378,           0.0042381,          0.00014806,          0.00014806,          0.00014806
                  87,            0.010568,           0.0032392,           0.0024071,             0.96456,               0.966,             0.98482,             0.89858,            0.010483,           0.0031471,           0.0040519,          0.00013087,          0.00013087,          0.00013087
                  88,             0.01028,           0.0031222,           0.0021904,             0.96289,             0.96327,             0.98422,              0.9018,            0.010437,           0.0031548,           0.0039305,          0.00011479,          0.00011479,          0.00011479
                  89,           0.0099462,           0.0030312,           0.0017313,             0.96341,             0.96459,             0.98369,             0.90112,            0.010417,           0.0031496,            0.003983,           9.984e-05,           9.984e-05,           9.984e-05
                  90,            0.010108,           0.0030401,           0.0022022,             0.97205,             0.95465,             0.98391,             0.90227,            0.010369,           0.0031431,           0.0040321,           8.603e-05,           8.603e-05,           8.603e-05
                  91,           0.0097388,           0.0029868,           0.0021425,              0.9617,             0.96364,             0.98403,             0.90332,            0.010335,           0.0031429,            0.004145,          7.3373e-05,          7.3373e-05,          7.3373e-05
                  92,           0.0098776,           0.0030843,            0.002439,             0.95438,             0.97384,              0.9843,             0.90421,            0.010386,           0.0031524,           0.0041582,          6.1885e-05,          6.1885e-05,          6.1885e-05
                  93,           0.0098059,           0.0030191,           0.0017325,             0.96631,             0.96169,             0.98421,             0.90349,            0.010335,           0.0031452,           0.0041142,          5.1575e-05,          5.1575e-05,          5.1575e-05
                  94,            0.010136,           0.0031447,           0.0022115,             0.95981,             0.96949,             0.98487,             0.90222,            0.010279,           0.0031461,           0.0041051,          4.2454e-05,          4.2454e-05,          4.2454e-05
                  95,           0.0096945,           0.0030399,           0.0018931,             0.96746,             0.96251,             0.98415,             0.90461,            0.010272,           0.0031489,           0.0040938,           3.453e-05,           3.453e-05,           3.453e-05
                  96,           0.0097142,           0.0030298,           0.0019393,             0.96254,             0.96756,              0.9848,              0.9051,            0.010259,           0.0031474,           0.0040878,          2.7813e-05,          2.7813e-05,          2.7813e-05
                  97,           0.0096895,           0.0029419,           0.0019179,             0.96787,             0.96153,             0.98425,             0.90391,            0.010266,           0.0031492,           0.0041173,          2.2307e-05,          2.2307e-05,          2.2307e-05
                  98,           0.0099093,           0.0030408,           0.0018647,             0.96786,              0.9616,             0.98464,             0.90349,            0.010272,           0.0031508,           0.0041336,           1.802e-05,           1.802e-05,           1.802e-05
                  99,            0.009536,           0.0030537,            0.001752,             0.96145,             0.96779,             0.98465,             0.90396,            0.010262,           0.0031483,           0.0041485,          1.4954e-05,          1.4954e-05,          1.4954e-05
