               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  23,            0.025388,           0.0057798,            0.023618,             0.56056,             0.81598,              0.7101,             0.51717,            0.022675,           0.0054012,            0.023385,           0.0022146,           0.0022146,           0.0022146
                  24,            0.024431,            0.005755,            0.023969,             0.57557,             0.80972,             0.71442,             0.53762,            0.019495,           0.0053573,             0.02714,           0.0021892,           0.0021892,           0.0021892
                  25,            0.024018,            0.005767,            0.023306,             0.72003,              0.7323,             0.74972,             0.57294,            0.020402,           0.0052912,            0.022871,           0.0021629,           0.0021629,           0.0021629
                  26,            0.023458,           0.0054796,            0.021426,             0.67383,             0.87753,              0.7856,             0.60356,            0.019095,           0.0048132,            0.020237,           0.0021357,           0.0021357,           0.0021357
                  27,            0.022698,           0.0053235,            0.021456,             0.66723,             0.80284,             0.75756,             0.56973,            0.019831,             0.00529,            0.023298,           0.0021077,           0.0021077,           0.0021077
                  28,            0.022732,           0.0051824,            0.020865,              0.6583,             0.84671,             0.78184,              0.6126,            0.018421,           0.0049022,            0.020654,           0.0020788,           0.0020788,           0.0020788
                  29,            0.022333,           0.0052306,             0.02089,             0.68792,             0.89797,             0.80406,             0.64235,             0.01812,           0.0046929,            0.019793,            0.002049,            0.002049,            0.002049
                  30,            0.021336,            0.005151,            0.020291,             0.69908,             0.90084,             0.81358,             0.64284,            0.017457,           0.0044465,            0.018987,           0.0020186,           0.0020186,           0.0020186
                  31,            0.022049,            0.005009,            0.019431,             0.70669,             0.90606,             0.84127,             0.65537,            0.017705,           0.0045099,            0.017737,           0.0019873,           0.0019873,           0.0019873
                  32,            0.021489,           0.0051184,            0.018538,              0.7597,             0.86982,             0.85852,             0.67675,            0.017909,           0.0045557,            0.017262,           0.0019553,           0.0019553,           0.0019553
                  33,            0.021241,            0.004751,            0.017823,             0.74431,             0.77326,             0.81059,              0.6231,            0.018281,            0.005282,            0.020561,           0.0019227,           0.0019227,           0.0019227
                  34,            0.020862,           0.0048907,            0.017842,             0.74446,             0.83497,             0.85892,             0.67754,            0.017966,           0.0048513,              0.0174,           0.0018894,           0.0018894,           0.0018894
                  35,            0.020698,           0.0049976,            0.017652,              0.7553,             0.84385,             0.87068,             0.69218,            0.017178,           0.0047245,            0.015737,           0.0018554,           0.0018554,           0.0018554
                  36,            0.020868,           0.0049589,            0.017154,             0.83863,             0.83945,             0.88847,              0.7111,            0.017037,           0.0045514,            0.014723,           0.0018209,           0.0018209,           0.0018209
                  37,            0.020948,           0.0050311,            0.015973,             0.79115,             0.82161,             0.87339,             0.69259,            0.017638,           0.0046708,            0.015006,           0.0017858,           0.0017858,           0.0017858
                  38,            0.021033,           0.0049172,            0.014844,             0.79047,             0.85345,             0.89867,             0.72175,            0.017529,           0.0045555,            0.013837,           0.0017502,           0.0017502,           0.0017502
                  39,             0.02036,           0.0049495,            0.014439,             0.87343,             0.83684,             0.91585,             0.73365,            0.016977,           0.0046823,            0.014297,           0.0017141,           0.0017141,           0.0017141
                  40,            0.020077,           0.0048096,            0.012701,             0.94526,             0.84363,             0.94031,              0.7667,            0.016825,           0.0044222,            0.010937,           0.0016776,           0.0016776,           0.0016776
                  41,            0.020472,           0.0048586,            0.012361,             0.88653,             0.88919,             0.94159,             0.75614,            0.016342,           0.0043261,            0.010561,           0.0016406,           0.0016406,           0.0016406
                  42,            0.021255,           0.0046488,            0.010719,             0.88794,             0.88738,             0.94086,             0.77073,            0.017287,           0.0042889,            0.010611,           0.0016032,           0.0016032,           0.0016032
                  43,             0.02088,           0.0048489,            0.010958,             0.90768,             0.88786,             0.94832,              0.7658,            0.017688,           0.0044121,           0.0096118,           0.0015656,           0.0015656,           0.0015656
                  44,            0.020401,            0.004655,            0.010384,             0.92251,             0.87872,             0.94955,             0.78231,            0.016426,           0.0043425,           0.0098385,           0.0015276,           0.0015276,           0.0015276
                  45,            0.019822,           0.0046432,            0.010525,             0.91049,             0.90011,             0.95738,             0.78848,            0.016058,           0.0043564,           0.0088209,           0.0014893,           0.0014893,           0.0014893
                  46,            0.019268,           0.0045458,           0.0092627,             0.92818,             0.90346,             0.96103,             0.79879,            0.015998,           0.0041974,           0.0086437,           0.0014508,           0.0014508,           0.0014508
                  47,            0.019798,           0.0045939,           0.0085508,             0.92942,             0.89299,             0.95529,             0.78451,            0.015953,           0.0042156,           0.0096325,           0.0014121,           0.0014121,           0.0014121
                  48,            0.018705,           0.0044611,           0.0086478,              0.8851,             0.89776,             0.94309,             0.77525,            0.017372,           0.0042845,           0.0083914,           0.0013733,           0.0013733,           0.0013733
                  49,             0.01908,           0.0044509,           0.0076278,             0.93868,             0.86197,             0.94789,             0.78597,            0.016411,           0.0041238,           0.0087362,           0.0013343,           0.0013343,           0.0013343
                  50,            0.019069,           0.0043353,           0.0078202,              0.9282,             0.91284,             0.96524,             0.80419,            0.015546,           0.0040341,           0.0076203,           0.0012953,           0.0012953,           0.0012953
                  51,            0.018137,            0.004296,           0.0074374,             0.95341,             0.89581,             0.96587,             0.81396,            0.014888,            0.003961,           0.0069712,           0.0012563,           0.0012563,           0.0012563
                  52,            0.018369,            0.004147,           0.0057228,             0.94747,             0.89241,             0.96416,             0.79503,            0.016331,           0.0039889,           0.0070941,           0.0012172,           0.0012172,           0.0012172
                  53,            0.018672,           0.0041915,            0.005648,             0.95392,             0.91323,             0.96961,             0.81425,            0.015218,           0.0040052,           0.0069317,           0.0011782,           0.0011782,           0.0011782
                  54,            0.017865,           0.0041771,           0.0062992,             0.92729,             0.91959,             0.95934,             0.81658,            0.015147,           0.0040202,           0.0076311,           0.0011392,           0.0011392,           0.0011392
                  55,            0.017747,           0.0040769,             0.00546,             0.91977,             0.90962,             0.95253,             0.79536,            0.016914,           0.0039795,           0.0065612,           0.0011004,           0.0011004,           0.0011004
                  56,            0.017531,            0.004095,           0.0062562,             0.95612,             0.92614,             0.97038,             0.82419,            0.014216,           0.0038094,           0.0064613,           0.0010617,           0.0010617,           0.0010617
                  57,             0.01674,           0.0039977,           0.0054453,             0.94775,             0.92343,              0.9713,             0.83159,            0.015053,           0.0038466,           0.0063831,           0.0010232,           0.0010232,           0.0010232
                  58,            0.016469,           0.0040365,           0.0055663,             0.94163,             0.92774,             0.96858,             0.82648,            0.014103,           0.0037674,           0.0075196,          0.00098493,          0.00098493,          0.00098493
                  59,            0.016325,           0.0040346,           0.0049555,             0.95952,             0.94531,             0.97483,             0.83504,            0.013726,           0.0036876,           0.0060253,          0.00094694,          0.00094694,          0.00094694
                  60,            0.015824,           0.0038633,            0.004617,              0.9705,             0.93492,             0.97771,              0.8417,             0.01358,           0.0035727,           0.0055116,          0.00090925,          0.00090925,          0.00090925
                  61,            0.015417,           0.0037899,           0.0044269,             0.94953,             0.94149,             0.96982,             0.83936,            0.013089,           0.0036657,           0.0062162,          0.00087191,          0.00087191,          0.00087191
                  62,            0.015526,           0.0039465,           0.0051806,             0.96019,             0.91901,             0.96274,             0.83274,             0.01331,           0.0037742,           0.0060799,          0.00083494,          0.00083494,          0.00083494
                  63,            0.015436,           0.0038036,           0.0046158,             0.95713,             0.92999,             0.97259,             0.84025,            0.013595,           0.0036191,           0.0059457,           0.0007984,           0.0007984,           0.0007984
                  64,            0.014999,           0.0036412,           0.0040162,             0.96566,             0.93538,             0.97779,              0.8485,            0.013082,           0.0035631,            0.005193,           0.0007623,           0.0007623,           0.0007623
                  65,            0.015105,           0.0036271,           0.0039764,             0.96132,             0.92979,             0.97423,             0.84093,            0.013439,           0.0035559,           0.0056299,          0.00072669,          0.00072669,          0.00072669
                  66,            0.014676,           0.0036259,           0.0039622,              0.9617,             0.93794,             0.97751,             0.85121,            0.013304,            0.003514,           0.0050808,           0.0006916,           0.0006916,           0.0006916
                  67,            0.014568,           0.0036375,            0.004185,              0.9554,              0.9484,             0.97526,             0.85082,            0.012625,           0.0034706,           0.0051408,          0.00065707,          0.00065707,          0.00065707
                  68,            0.014149,           0.0036906,           0.0038202,             0.96289,             0.94598,             0.97935,              0.8595,            0.012303,           0.0034561,           0.0047739,          0.00062313,          0.00062313,          0.00062313
                  69,            0.013654,           0.0036274,           0.0035991,             0.95685,             0.94603,             0.97439,              0.8526,              0.0129,           0.0034939,           0.0052587,          0.00058982,          0.00058982,          0.00058982
                  70,            0.013816,           0.0036163,           0.0035176,             0.96397,             0.94422,             0.97902,             0.85802,            0.012365,           0.0034371,            0.004815,          0.00055716,          0.00055716,          0.00055716
                  71,            0.013235,           0.0035052,           0.0032175,              0.9544,             0.95395,             0.97646,             0.85966,             0.01215,           0.0034635,           0.0050693,          0.00052519,          0.00052519,          0.00052519
                  72,            0.013362,           0.0034884,           0.0032538,             0.97477,             0.94689,             0.97898,             0.86384,            0.012337,           0.0034168,            0.004437,          0.00049395,          0.00049395,          0.00049395
                  73,            0.012969,           0.0034754,           0.0034392,             0.97343,               0.947,             0.98006,             0.86357,            0.012075,           0.0033984,           0.0045328,          0.00046345,          0.00046345,          0.00046345
                  74,            0.012923,           0.0034815,           0.0032285,             0.96135,             0.94997,             0.98124,             0.86452,            0.012122,           0.0034258,           0.0042467,          0.00043374,          0.00043374,          0.00043374
                  75,            0.012908,           0.0034083,           0.0032121,             0.95619,             0.95509,             0.97745,             0.86433,            0.012297,           0.0034659,           0.0045158,          0.00040484,          0.00040484,          0.00040484
                  76,            0.012302,            0.003302,           0.0032063,             0.97356,             0.94648,             0.98018,             0.86987,            0.011853,           0.0033359,           0.0042267,          0.00037679,          0.00037679,          0.00037679
                  77,            0.012011,           0.0033578,           0.0027934,             0.96938,             0.94633,             0.97819,              0.8676,            0.011863,           0.0033413,           0.0045125,           0.0003496,           0.0003496,           0.0003496
                  78,            0.012423,           0.0034031,           0.0028803,               0.962,             0.95243,             0.97804,             0.86731,            0.011881,           0.0033635,           0.0043931,           0.0003233,           0.0003233,           0.0003233
                  79,            0.012047,           0.0032765,           0.0028576,             0.97416,             0.94554,             0.97798,             0.86959,            0.012141,           0.0034268,           0.0043888,          0.00029792,          0.00029792,          0.00029792
                  80,            0.012118,            0.003301,           0.0028365,              0.9777,              0.9299,             0.97792,             0.86438,            0.012121,            0.003409,           0.0047461,          0.00027349,          0.00027349,          0.00027349
                  81,             0.01191,           0.0033188,           0.0026493,             0.96717,             0.94603,              0.9767,             0.86675,            0.011726,            0.003356,           0.0047115,          0.00025004,          0.00025004,          0.00025004
                  82,            0.011887,           0.0033262,           0.0029462,              0.9704,              0.9435,              0.9808,              0.8723,            0.011709,           0.0033211,            0.004188,          0.00022757,          0.00022757,          0.00022757
                  83,             0.01128,           0.0032291,           0.0024151,             0.95807,             0.95607,             0.98049,             0.87422,            0.011477,           0.0033052,           0.0042211,          0.00020612,          0.00020612,          0.00020612
                  84,            0.011354,            0.003388,           0.0024906,             0.97169,             0.94437,             0.98113,             0.87628,            0.011462,           0.0032818,           0.0040319,           0.0001857,           0.0001857,           0.0001857
                  85,            0.011062,           0.0031611,           0.0023039,             0.95624,             0.95905,             0.98151,             0.87785,             0.01139,           0.0032851,           0.0042185,          0.00016634,          0.00016634,          0.00016634
                  86,            0.010856,           0.0032053,           0.0024066,             0.96007,             0.95907,             0.98167,              0.8809,            0.011272,           0.0032575,           0.0041472,          0.00014806,          0.00014806,          0.00014806
                  87,            0.010951,            0.003132,            0.002234,             0.95539,             0.96015,             0.98151,              0.8797,            0.011281,           0.0032824,           0.0040378,          0.00013087,          0.00013087,          0.00013087
                  88,            0.011298,           0.0033081,           0.0025063,              0.9533,             0.96039,             0.98184,             0.87884,            0.011227,           0.0032621,           0.0040634,          0.00011479,          0.00011479,          0.00011479
                  89,            0.010872,           0.0031247,           0.0019437,             0.95995,             0.95908,             0.98107,             0.88138,             0.01121,           0.0032697,           0.0040822,           9.984e-05,           9.984e-05,           9.984e-05
                  90,            0.010698,           0.0031564,           0.0022973,             0.95761,             0.96093,             0.98108,             0.88162,            0.011176,           0.0032702,           0.0041731,           8.603e-05,           8.603e-05,           8.603e-05
                  91,            0.010934,           0.0031541,           0.0023804,             0.96624,             0.95262,             0.98108,             0.87893,            0.011373,           0.0032794,           0.0042288,          7.3373e-05,          7.3373e-05,          7.3373e-05
                  92,            0.010744,           0.0030632,           0.0021031,             0.95832,             0.96234,             0.98115,             0.88133,            0.011197,           0.0032547,           0.0042326,          6.1885e-05,          6.1885e-05,          6.1885e-05
                  93,            0.010723,           0.0031851,           0.0025172,             0.96111,              0.9566,             0.98126,             0.88308,            0.011129,           0.0032436,           0.0042313,          5.1575e-05,          5.1575e-05,          5.1575e-05
                  94,            0.010657,           0.0031687,           0.0022624,             0.96476,             0.95478,             0.98122,             0.88048,            0.011154,           0.0032505,           0.0042492,          4.2454e-05,          4.2454e-05,          4.2454e-05
                  95,            0.010612,           0.0031376,            0.002371,             0.95041,             0.96655,             0.98116,             0.87996,            0.011113,           0.0032465,           0.0042799,           3.453e-05,           3.453e-05,           3.453e-05
                  96,            0.010419,           0.0030242,           0.0019429,             0.95966,             0.95745,             0.98117,             0.88126,            0.011089,           0.0032479,           0.0042624,          2.7813e-05,          2.7813e-05,          2.7813e-05
                  97,            0.010304,           0.0030684,           0.0021086,             0.95856,             0.95946,             0.98101,             0.88004,            0.011078,           0.0032422,           0.0042393,          2.2307e-05,          2.2307e-05,          2.2307e-05
                  98,            0.010407,           0.0030649,           0.0022311,             0.96695,             0.95214,             0.98154,             0.88185,            0.011082,           0.0032389,           0.0042084,           1.802e-05,           1.802e-05,           1.802e-05
                  99,            0.010384,           0.0029927,           0.0020562,             0.96167,             0.95595,             0.98099,             0.88315,            0.011064,            0.003238,            0.004203,          1.4954e-05,          1.4954e-05,          1.4954e-05
